ANIO,MES,BARRIO,USO,ESTRATO,PROMEDIO,INMUEBLES
2016,12,Castellana,Residencial,4,9.82,78
2017,10,El Sol,Residencial,6,6.28,39
2016,11,Samaria,Oficial,Oficial,26,1
2016,7,Aranjuez,Residencial,2,10.68,71
2016,2,Bosques del Norte,Residencial,2,10.33,1612
2016,10,La Francia,Comercial,Comercial,26.67,3
2016,11,Sierra Morena,Residencial,2,5.71,7
2017,4,Santana,Residencial,1,17,1
2016,2,Vereda Morrogacho,Rural,2,15.92,25
2017,12,La Asuncion,Servicios Especiales,Servicios Especiales,54,1
2017,10,Vereda El Aventino,Rural,1,14.67,43
2018,3,Baja Leonora,Residencial,2,16,1
2017,9,San Ignacio,Oficial,Oficial,53.67,3
2017,3,Vereda La Siria,Rural,3,3.5,2
2016,8,Vereda Cueva Santa,Oficial,Oficial,14,1
2017,6,Milan,Residencial,2,10.57,7
2017,3,Ciudadela La Linda,Residencial,2,9.53,935
2016,4,El Porvenir,Oficial,Oficial,17,1
2018,6,Cervantes,Comercial,Comercial,13.59,17
2017,5,Ciudadela La Linda,Comercial,Comercial,16.5,4
2018,5,Chachafruto,Residencial,6,15.16,49
2016,5,Centro,Residencial,4,12.56,476
2017,2,Versalles,Residencial,5,10.34,381
2017,3,Vereda Bajo Tablazo,Oficial,Oficial,25,2
2016,7,las Colinas,Suministro a Constru,Suministro a Constru,3,1
2016,12,Puerta del Sol,Comercial,Comercial,1.5,2
2016,7,Camelia,Oficial,Oficial,782,4
2016,12,El Sol,Comercial,Comercial,5.52,64
2017,8,Vereda Alto del Naranjo,Comercial,Comercial,105,1
2016,3,Estrada,Residencial,2,10.33,9
2018,3,Vereda El Rosario,Rural,1,14.68,22
2016,1,Villa Café Etapas I - II,Residencial,3,10.99,452
2016,4,Granjas de Estambul,Residencial,2,5.5,2
2017,4,Los Alcazares,Comercial,Comercial,35.42,12
2017,5,San Joaquin,Comercial,Comercial,15.05,82
2017,2,Las Americas,Industrial,Industrial,39.5,2
2016,12,Vereda Bajo Tablazo,Comercial,Comercial,53.89,9
2018,3,El Paraiso,Residencial,1,12.44,479
2016,8,Guayacanes,Oficial,Oficial,63,1
2016,5,El Trebol,Servicios Especiales,Servicios Especiales,6,3
2018,1,Vereda San Peregrino,Comercial,Comercial,13,1
2016,11,Vereda Hoyo Frio,Rural,2,9.75,4
2018,2,Vereda Alto Corinto,Residencial,2,9.34,115
2016,9,Vereda Alto del Zarzo,Oficial,Oficial,27,1
2017,5,Los Rosales,Residencial,6,9.6,141
2016,3,La Cumbre,Comercial,Comercial,5.25,4
2016,10,Vereda Manzanares,Rural,5,8,1
2018,6,Vereda Alto Corinto,Residencial,2,9.46,114
2016,7,Vereda Morrogacho,Rural,4,100,1
2017,1,Nogales,Comercial,Comercial,1.25,4
2018,4,Versalles,Residencial,6,7.72,463
2017,2,Vereda Minitas,Rural,1,7.85,20
2016,1,San Sebastian(IV Etapa),Comercial,Comercial,4,3
2016,8,Aguacate,Residencial,1,8.51,41
2018,3,San Ignacio,Residencial,3,17.57,7
2016,5,Eucaliptus,Residencial,2,10.7,337
2016,3,La Asuncion,Servicios Especiales,Servicios Especiales,226,1
2017,10,La Florida,Residencial,1,8.33,27
2018,6,Vereda La Violeta,Rural,3,9.56,9
2017,3,Morrogacho,Oficial,Oficial,25,1
2016,7,El Caribe,Oficial,Oficial,131.75,4
2017,9,Vereda La China,Rural,2,9.17,12
2018,2,VillaLuz,Residencial,2,12.59,231
2016,6,La Estrella,Servicios Especiales,Servicios Especiales,19.17,12
2017,4,Alhambra,Residencial,4,49,1
2016,7,Zona Industrial,Comercial,Comercial,54.81,72
2016,6,Vereda El Guineo,Rural,3,2,1
2016,1,La Asuncion,Residencial,1,4.33,3
2016,2,Viveros,Oficial,Oficial,88,3
2016,9,Morrogacho,Residencial,4,11.74,78
2017,2,Guamal,Residencial,3,10.25,1359
2018,6,Versalles,Comercial,Comercial,21.52,170
2018,2,Vereda El Rosario,Rural,2,11.05,20
2017,6,Viveros,Oficial,Oficial,57,3
2017,7,Eucaliptus,Residencial,1,16.42,55
2017,10,Milan,Servicios Especiales,Servicios Especiales,27.64,11
2016,12,Laureles,Residencial,5,9.02,674
2016,11,Galan,Residencial,2,13.28,57
2016,12,Vereda Guacas,Comercial,Comercial,58.6,5
2017,11,Estambul,Comercial,Comercial,47.44,16
2017,12,Alta Suiza,Industrial,Industrial,2082.25,8
2016,4,Minitas,Residencial,2,16.67,93
2017,6,Asturias,Oficial,Oficial,37,1
2017,6,Vereda La China,Rural,1,10.22,9
2016,8,Sacatin,Comercial,Comercial,7.5,2
2017,3,CampoHermoso (Univ. Mzles),Residencial,3,12.75,224
2018,1,Jesus de la Buena Esperanza,Residencial,3,14.75,238
2017,8,Vereda San Peregrino,Oficial,Oficial,50.75,4
2016,2,La Francia,Servicios Especiales,Servicios Especiales,49,4
2016,3,San Jorge,Residencial,1,71,1
2018,4,El Trebol,Residencial,2,17,2
2016,9,Galan,Residencial,1,10.79,345
2017,8,Palogrande,Residencial,5,7.83,24
2016,4,Centenario,Comercial,Comercial,26.15,13
2016,2,Kennedy,Comercial,Comercial,10.8,5
2018,7,Villapilar,Oficial,Oficial,2154,2
2018,3,Colseguros,Comercial,Comercial,11.88,8
2018,2,Vereda La Aurora,Servicios Especiales,Servicios Especiales,1,1
2017,8,Persia,Residencial,3,7.75,184
2016,1,Vereda La Palma,Industrial,Industrial,40,1
2016,1,Palogrande,Oficial,Oficial,88.54,24
2016,12,Baja Leonora,Comercial,Comercial,4.2,5
2016,12,La Argentina,Residencial,3,13.09,447
2017,11,Vereda La Linda,Rural,2,11.74,123
2018,1,Vereda Alto Corinto,Residencial,3,25,1
2017,10,Vereda Cuchilla de los Santa,Rural,1,9.35,17
2017,10,PaloNegro,Residencial,4,11.68,134
2016,4,Isabella,Residencial,3,10.1,50
2017,10,Vereda El Guineo,Industrial,Industrial,0,1
2016,11,Castellana,Servicios Especiales,Servicios Especiales,17,1
2017,5,Vereda Cuchilla de los Santa,Rural,1,14.88,17
2016,1,San Cayetano,Oficial,Oficial,2,1
2018,5,Guamal,Residencial,2,9,1
2016,2,Alta Suiza,Servicios Especiales,Servicios Especiales,19.09,23
2016,4,Bosques del Norte,Oficial,Oficial,51.17,6
2016,12,Vereda Patio Bonito,Rural,2,15.41,17
2016,11,Vereda Quiebra de Velez,Industrial,Industrial,6,2
2016,5,Sacatin,Servicios Especiales,Servicios Especiales,7,1
2016,6,Villapilar,Residencial,3,7.39,483
2016,6,Vivienda Popular,Comercial,Comercial,2,1
2017,12,Vereda Minitas,Servicios Especiales,Servicios Especiales,526,1
2017,12,Minitas,Comercial,Comercial,22.23,13
2017,1,Colon,Industrial,Industrial,90.5,2
2016,10,Palermo,Servicios Especiales,Servicios Especiales,3.83,6
2016,1,Viveros,Suministro a Constru,Suministro a Constru,21,1
2016,10,Santa Helena - Conjunto La Estacion,Residencial,3,10.47,756
2017,11,Gonzalez,Residencial,1,9.97,65
2017,11,Vereda La China,Rural,1,11.89,9
2016,10,Guayacanes,Servicios Especiales,Servicios Especiales,5.29,24
2017,10,Vereda El Rosario,Rural,2,12.58,19
2018,4,las Delicias,Residencial,4,8.7,10
2016,2,Vivienda Popular,Residencial,2,13.63,110
2016,5,La Argentina,Residencial,3,13.64,441
2016,1,San Jose,Servicios Especiales,Servicios Especiales,20.67,3
2017,6,Niño Jesus de Praga,Comercial,Comercial,15,2
2017,8,Las Americas,Residencial,4,12.17,12
2017,1,Villa Jardin,Residencial,1,0,2
2018,3,Los Rosales,Residencial,6,10.23,141
2016,9,VillaHermosa - La Playa,Oficial,Oficial,25,4
2017,9,CampoHermoso (Univ. Mzles),Oficial,Oficial,49.75,4
2016,9,Palogrande,Residencial,6,10.98,277
2016,1,Vereda Quiebra de Velez,Rural,1,10,14
2016,11,Vereda Cueva Santa,Comercial,Comercial,9.5,2
2017,1,Vereda Santa Clara,Rural,1,4.19,31
2017,3,Palogrande,Suministro a Constru,Suministro a Constru,64.67,3
2018,2,El Caribe,Servicios Especiales,Servicios Especiales,48,2
2017,2,Vereda La Linda,Residencial,4,9,1
2016,3,Cervantes,Comercial,Comercial,13.8,15
2016,5,Vereda Alto del Zarzo,Industrial,Industrial,65.5,2
2016,8,Estambul,Residencial,2,11.25,65
2016,7,El Carmen,Oficial,Oficial,47.25,4
2017,1,San Jorge,Residencial,3,12.38,569
2016,10,Vereda Cuchilla del Salado,Industrial,Industrial,0,1
2016,2,Colombia,Residencial,3,13.49,427
2017,12,San Sebastian(III Etapa),Residencial,1,9.91,782
2017,1,Vereda Alto del Naranjo,Oficial,Oficial,15,2
2016,2,Vereda El Rosario,Rural,5,18,20
2017,4,Vereda Quiebra del Billar,Rural,2,11,2
2016,8,Bajo Prado,Residencial,3,11.13,175
2018,6,Pio XII,Residencial,1,11.85,217
2016,12,SanCancio,Servicios Especiales,Servicios Especiales,79.38,24
2016,4,Vivienda Popular,Residencial,2,12.58,110
2016,2,Vereda La Cabaña,Rural,2,15.18,137
2018,1,Vereda La Trinidad,Residencial,4,9.67,3
2017,3,Aranjuez,Oficial,Oficial,42.45,11
2017,12,San Joaquin,Residencial,3,14.88,765
2017,12,Centro,Servicios Especiales,Servicios Especiales,45.39,23
2017,3,Alta Suiza,Residencial,4,9.26,579
2016,8,Vereda Alto del Zarzo,Rural,1,6.8,5
2016,6,Vereda La China,Residencial,4,40,1
2017,11,El encuentro,Industrial,Industrial,168.6,5
2016,12,San Ignacio,Oficial,Oficial,41.33,3
2017,5,Palermo,Oficial,Oficial,68,1
2017,3,Bengala,Residencial,1,6.88,243
2016,10,Guaduales,Residencial,6,4,1
2017,5,Colon,Residencial,2,20.1,112
2018,5,Vereda El Arenillo,Oficial,Oficial,250.67,3
2016,10,San Joaquin,Residencial,4,4.32,34
2017,8,Parque Caldas,Residencial,3,6,2
2018,5,La Carola,Residencial,3,10.27,1572
2016,2,Vereda La Palma,Comercial,Comercial,1,1
2018,7,Balcones de Chipre,Residencial,3,15,1
2017,3,Vereda Patio Bonito,Industrial,Industrial,32,1
2017,2,Los Cedros,Residencial,3,13.94,405
2016,11,Milan,Residencial,4,10.71,17
2016,2,VillaHermosa - La Playa,Residencial,3,9.46,84
2017,3,San Ignacio,Residencial,1,12.4,62
2017,1,La Carola,Residencial,3,10.46,1567
2016,3,Residencias Manizales,Residencial,2,15,1
2018,4,El Palmar,Residencial,4,5,1
2018,2,San Marcel,Residencial,4,13.07,90
2017,6,La Francia,Industrial,Industrial,35,1
2016,5,Residencias Manizales,Industrial,Industrial,15,1
2018,1,Fatima,Residencial,2,13.05,160
2016,3,Vereda Quiebra de Velez,Rural,4,43.25,4
2016,11,La Rambla,Residencial,2,11.78,9
2016,12,San Jose,Oficial,Oficial,70.67,12
2016,12,Versalles,Comercial,Comercial,25.21,166
2017,10,Colon,Residencial,2,21.02,111
2016,1,Isabella,Residencial,2,13.8,99
2017,3,Vereda La Pola,Industrial,Industrial,11.25,4
2016,2,Morrogacho,Oficial,Oficial,7,1
2018,3,San Jorge,Residencial,1,30,1
2016,6,Baja Leonora,Residencial,1,17,12
2018,3,Los Cedros,Suministro a Constru,Suministro a Constru,0,1
2018,1,Morrogacho,Residencial,2,15.22,157
2017,12,Vereda La Linda,Servicios Especiales,Servicios Especiales,70.5,2
2016,4,Valles de la Alhambra,Residencial,6,29,1
2016,2,La Leonora,Residencial,4,13.3,361
2017,10,Arboleda,Residencial,1,21,1
2016,9,Vereda La Palma,Industrial,Industrial,22,1
2016,3,Altos de Capri,Residencial,3,5.97,29
2017,2,Belen,Residencial,6,12.04,186
2017,6,Estambul,Residencial,3,8.15,1086
2017,12,Alta Suiza,Suministro a Constru,Suministro a Constru,60,1
2018,6,Milan,Residencial,5,8.39,613
2016,11,SanCancio,Residencial,6,10.87,1921
2017,11,Eucaliptus,Residencial,2,11.73,339
2017,11,La Rambla,Comercial,Comercial,13.07,154
2017,2,Lleras,Residencial,3,12.69,217
2018,3,Vereda Bajo Tablazo,Oficial,Oficial,28.5,2
2018,1,Centro,Residencial,5,11.69,55
2017,4,La Florida,Comercial,Comercial,293.25,4
2016,5,Solferino,Comercial,Comercial,10,1
2016,4,Vereda Manzanares,Rural,2,5.48,33
2017,2,Velez,Residencial,3,13.35,338
2016,1,Peralonso,Industrial,Industrial,9,1
2018,1,PaloNegro,Comercial,Comercial,1.5,8
2017,9,Centro,Residencial,6,10.67,15
2017,2,Viveros,Comercial,Comercial,11.44,9
2016,10,Niño Jesus de Praga,Residencial,1,11,3
2018,3,Chachafruto,Residencial,3,18,1
2017,12,El Palmar,Residencial,3,15,1
2018,6,Los Agustinos,Servicios Especiales,Servicios Especiales,60.67,3
2018,2,Vereda Alto Tablazo,Rural,1,9.67,21
2016,11,Vereda Guacas,Oficial,Oficial,7.5,2
2016,12,Solferino,Comercial,Comercial,12,1
2017,10,San Sebastian (I - II Etapa),Residencial,2,5.67,3
2018,1,Versalles,Residencial,3,11.41,74
2017,11,Chachafruto,Residencial,6,16.29,49
2017,10,Versalles,Residencial,3,12.53,74
2016,5,Guamal,Servicios Especiales,Servicios Especiales,8,1
2018,6,Guaduales,Residencial,6,7,1
2017,9,Vereda Santa Clara,Industrial,Industrial,0,1
2016,7,La Rambla,Oficial,Oficial,7,1
2017,7,Bella Montaña (Hosp G. - Esc),Oficial,Oficial,50,2
2017,5,SanCancio,Servicios Especiales,Servicios Especiales,82.96,24
2018,4,Vereda Alto del Naranjo,Rural,3,10.2,10
2017,5,Cerros de la Alhambra,Industrial,Industrial,149,1
2016,9,Vereda Guacas,Rural,4,7.33,3
2018,2,Bella Montaña (Hosp G. - Esc),Residencial,2,14.33,3
2016,2,Colseguros,Oficial,Oficial,119,1
2018,4,Vereda Morrogacho,Rural,4,83,1
2016,6,Vereda El Chuzo,Rural,2,6.57,23
2017,2,Lusitania,Residencial,3,10.38,306
2017,1,Vereda Alto del Naranjo,Rural,1,10.81,47
2016,9,Vereda Hoyo Frio,Oficial,Oficial,46,1
2017,4,Sinai,Residencial,1,9.5,2
2018,3,La Leonora,Residencial,6,6.48,257
2016,12,La Leonora,Oficial,Oficial,9,2
2018,5,Vereda Alto Tablazo,Rural,2,15.35,72
2017,4,Asis,Comercial,Comercial,23,1
2016,1,Camelia,Suministro a Constru,Suministro a Constru,25.33,3
2018,3,Los Agustinos,Residencial,5,24.29,7
2016,11,20 de julio,Comercial,Comercial,8.6,5
2016,9,Vereda La China,Residencial,4,29,1
2016,9,Vereda La Trinidad,Residencial,6,22.3,10
2016,6,La Estrella,Residencial,6,8.6,154
2017,3,La Francia,Residencial,4,17.59,29
2016,11,El Carmen,Comercial,Comercial,12.51,39
2017,2,San Sebastian (I - II Etapa),Residencial,1,10.8,570
2016,5,Colombia,Comercial,Comercial,10.8,10
2017,11,Vereda Farallones,Rural,4,1,1
2016,7,Vereda Bajo Tablazo,Industrial,Industrial,21.43,7
2017,6,La Enea,Servicios Especiales,Servicios Especiales,16.5,2
2016,1,Tejares,Servicios Especiales,Servicios Especiales,15,1
2017,4,Vereda La Siria,Rural,3,5,2
2017,5,San Jose,Servicios Especiales,Servicios Especiales,19.33,3
2018,4,La Francia,Industrial,Industrial,59,1
2016,12,La Florida,Comercial,Comercial,76.25,4
2017,9,Vereda El Rosario,Comercial,Comercial,104.57,7
2016,6,Vereda Alto Corinto,Rural,1,5,1
2017,4,Guaduales,Residencial,6,5,1
2016,12,Las Americas,Oficial,Oficial,10.4,5
2018,1,Guamal,Residencial,4,13.66,61
2017,5,Vereda El Arenillo,Oficial,Oficial,183.67,3
2016,1,Pio XII,Residencial,1,14.23,213
2018,4,Vereda Cuchilla del Salado,Servicios Especiales,Servicios Especiales,27,1
2018,6,La Isla,Residencial,1,11.1,118
2016,8,Zona Industrial,Comercial,Comercial,59.01,72
2017,10,Aranjuez,Residencial,2,10.68,72
2017,2,La Toscana,Residencial,3,9.04,179
2016,6,San Antonio,Residencial,3,13.64,422
2016,3,Vereda Bajo Corinto,Rural,2,7,1
2017,8,La Florida,Residencial,1,9.15,27
2018,7,Santa Helena - Conjunto La Estacion,Residencial,4,6.1,247
2016,3,Los Cedros,Residencial,4,3,1
2016,3,Vereda Cascarero,Rural,1,5,2
2017,7,El Porvenir,Residencial,2,11.28,437
2016,6,Vereda Alto Corinto,Residencial,3,0,1
2018,2,Vereda Morrogacho,Rural,2,11.43,28
2016,10,El encuentro,Industrial,Industrial,206,5
2018,5,Vereda El Rosario,Rural,4,34.07,27
2017,4,Arboleda,Residencial,6,11.99,218
2017,6,CampoAmor,Residencial,2,13.89,83
2017,12,Estambul,Rural,2,13,32
2017,3,La Sultana,Servicios Especiales,Servicios Especiales,9,2
2017,10,Villa Julia,Oficial,Oficial,0,1
2018,5,Vereda Alto Corinto,Residencial,4,0,1
2016,11,las Delicias,Servicios Especiales,Servicios Especiales,10.5,2
2017,11,Velez,Residencial,2,3,1
2017,2,Fatima,Residencial,3,14.95,1168
2016,10,Vereda La Siria,Rural,2,13.89,9
2017,6,Belen,Residencial,6,10.97,186
2018,2,Centro,Oficial,Oficial,39.81,68
2016,8,Vereda Bajo Tablazo,Comercial,Comercial,44.22,9
2016,2,San Marcel,Comercial,Comercial,14.2,10
2017,5,La Toscana,Servicios Especiales,Servicios Especiales,9,1
2017,5,SanCancio,Comercial,Comercial,8.75,12
2017,12,Vereda El Guineo,Rural,3,2,1
2016,3,Versalles,Residencial,3,12.36,73
2016,1,Los Alcazares,Residencial,2,13.75,91
2017,9,Vereda La Violeta,Rural,3,11,9
2017,7,Persia,Residencial,2,7.58,300
2017,9,Eucaliptus,Residencial,1,16.7,54
2016,9,Vereda La Palma,Rural,2,15.64,86
2016,2,La Florida,Comercial,Comercial,200.5,4
2017,8,Residencias Manizales,Residencial,3,9.43,7
2016,12,Lleras,Residencial,4,11.19,264
2018,1,Vereda La Aurora,Rural,1,9.74,68
2018,4,Vereda El Rosario,Oficial,Oficial,103,2
2017,9,Vereda Morrogordo,Rural,4,7,1
2017,6,Fatima,Servicios Especiales,Servicios Especiales,63,3
2016,3,San Cayetano,Oficial,Oficial,3,1
2017,9,Alta Suiza,Residencial,4,9.73,584
2017,7,Arboleda,Servicios Especiales,Servicios Especiales,82.29,7
2016,9,Malteria,Comercial,Comercial,2,2
2016,1,El Bosque,Residencial,4,14.21,96
2018,1,Belen,Residencial,5,10.26,306
2016,12,Vereda Guacas,Industrial,Industrial,0,1
2016,6,La Argentina,Residencial,4,9.56,147
2016,8,Fundadores,Oficial,Oficial,114.3,10
2017,11,San Sebastian (I - II Etapa),Residencial,2,8.67,3
2017,1,Kennedy,Servicios Especiales,Servicios Especiales,15,1
2016,2,Nevado,Residencial,3,25,1
2017,12,Vereda Morrogacho,Rural,1,11.03,30
2017,6,Zona Industrial,Residencial,4,7.5,2
2017,1,Bajo Prado,Oficial,Oficial,24,1
2018,4,Zona Industrial,Residencial,4,10.5,2
2018,3,Vereda Cueva Santa,Rural,1,9.4,30
2018,6,Ciudadela La Linda,Residencial,2,9.86,934
2017,12,Residencias Manizales,Servicios Especiales,Servicios Especiales,47,8
2018,7,Galan,Residencial,1,10.76,338
2016,3,Vereda Patio Bonito,Rural,2,14,17
2017,7,Palogrande,Oficial,Oficial,126.08,24
2017,7,Galan,Oficial,Oficial,21.5,4
2017,8,San Cayetano,Residencial,2,12.25,985
2016,7,Sacatin,Rural,3,9,1
2016,6,Vereda La Trinidad,Oficial,Oficial,18,1
2016,12,Vereda Cascarero,Rural,2,4,2
2018,1,Nuevo Horizontes,Residencial,2,8.33,3
2016,1,Los Agustinos,Residencial,4,18.32,31
2017,7,Urbanizacion Santos,Residencial,3,6.65,17
2016,6,Vereda La Trinidad,Rural,2,15.11,18
2017,11,La Asuncion,Residencial,2,13.68,22
2017,10,VillaLuz,Residencial,3,13.17,77
2016,3,Fanny Gonzalez,Residencial,1,6,1
2018,1,Vereda Bajo Tablazo,Servicios Especiales,Servicios Especiales,75.5,2
2016,4,Vereda Alto Corinto,Rural,2,16,1
2017,1,Vereda El Guineo,Rural,3,2,1
2017,3,La Leonora,Residencial,3,14.39,88
2016,4,Vereda Minitas,Rural,3,16.2,5
2017,12,Centro,Residencial,5,10.42,55
2016,5,Ciudadela La Linda,Residencial,1,13.82,11
2016,12,Morrogacho,Residencial,1,15.5,48
2016,7,Palogrande,Comercial,Comercial,12.67,209
2017,4,Vereda La Linda,Oficial,Oficial,630.67,3
2017,6,Vereda La Trinidad,Suministro a Constru,Suministro a Constru,16.41,17
2017,9,Bella Montaña (Hosp G. - Esc),Rural,2,4,1
2017,4,Vereda La Linda,Residencial,2,18.72,18
2017,9,Palermo,Residencial,6,10.44,823
2016,9,Puerta del Sol,Comercial,Comercial,1,2
2018,2,Vereda La Argelia,Rural,3,11.5,10
2016,7,Vereda El Rosario,Oficial,Oficial,91.5,2
2016,11,La Estrella,Residencial,6,9.25,154
2018,2,Panorama,Comercial,Comercial,1,1
2017,8,El Trebol,Residencial,1,39,2
2016,6,Morrogacho,Comercial,Comercial,14.83,6
2017,10,El Trebol,Residencial,6,13.73,417
2016,6,Vereda La Linda,Comercial,Comercial,35.5,2
2017,4,Baja Suiza,Suministro a Constru,Suministro a Constru,36,1
2018,5,Vereda La Linda,Servicios Especiales,Servicios Especiales,51,2
2016,11,Sacatin,Rural,2,4,1
2016,9,Urbanizacion Santos,Residencial,3,5.86,14
2016,7,Minitas,Residencial,1,15,5
2017,5,Vereda La Violeta,Oficial,Oficial,20,1
2018,2,Alta Suiza,Servicios Especiales,Servicios Especiales,14,23
2016,10,Asis,Residencial,1,9.04,27
2018,5,Sacatin,Comercial,Comercial,4.5,2
2016,8,La Cumbre,Residencial,2,10.96,737
2016,7,CampoAmor,Comercial,Comercial,8.93,43
2016,12,Vereda La Trinidad,Servicios Especiales,Servicios Especiales,40,1
2016,6,Vereda Bajo Tablazo,Industrial,Industrial,19.43,7
2016,9,Ciudadela La Linda,Residencial,2,10.02,929
2018,1,Sierra Morena,Residencial,2,5.83,6
2016,5,Morrogacho,Oficial,Oficial,11,1
2017,9,Jesus de la Buena Esperanza,Comercial,Comercial,4.8,5
2016,8,Versalles,Servicios Especiales,Servicios Especiales,183.2,25
2016,5,Guamal,Comercial,Comercial,20.09,11
2018,2,San Marcel,Suministro a Constru,Suministro a Constru,15,2
2016,4,Alhambra,Residencial,4,64,1
2016,8,Residencias Manizales,Industrial,Industrial,10,1
2017,6,Viveros,Suministro a Constru,Suministro a Constru,10,2
2018,5,Santa Helena - Conjunto La Estacion,Comercial,Comercial,45.9,40
2016,10,Santa Helena - Conjunto La Estacion,Residencial,6,6,1
2018,2,Alameda,Residencial,6,8,1
2016,10,Los Agustinos,Comercial,Comercial,5.41,58
2018,5,San Joaquin,Residencial,1,8.8,15
2017,8,Alta Suiza,Residencial,5,7.9,569
2016,6,20 de julio,Residencial,3,13.78,115
2017,12,Cervantes,Industrial,Industrial,32,2
2017,3,Zafiro,Residencial,1,6.7,50
2018,6,Asis,Residencial,1,7.69,26
2016,6,Zona Industrial,Residencial,1,19,1
2018,4,Los Cedros,Residencial,3,12.63,412
2018,4,Vereda Minitas,Rural,4,11.5,2
2017,11,Vereda Hoyo Frio,Rural,2,7.5,4
2016,9,Nevado,Residencial,3,26,1
2017,12,Peralonso,Residencial,3,6,1
2018,2,Solferino,Oficial,Oficial,18.8,5
2017,9,Vereda La Argelia,Comercial,Comercial,19.5,2
2016,2,Bengala,Residencial,2,9.64,497
2018,2,Santa Helena - Conjunto La Estacion,Suministro a Constru,Suministro a Constru,78,1
2018,5,Castilla,Residencial,3,3,2
2017,12,Chipre,Comercial,Comercial,14.68,118
2018,5,Asturias,Industrial,Industrial,659,1
2016,7,Lleras,Residencial,6,7.73,84
2016,11,Los Rosales,Residencial,6,11.71,113
2016,6,Vereda San Peregrino,Residencial,4,11,1
2016,11,Vereda La Siria,Rural,3,1,2
2017,12,Centro,Comercial,Comercial,19.85,1610
2016,4,Vereda Patio Bonito,Industrial,Industrial,42,1
2017,10,Vereda Guacas,Comercial,Comercial,46.6,5
2016,10,Vereda Alto del Zarzo,Rural,4,22,2
2017,11,Nevado,Residencial,2,12.03,729
2017,6,San Jorge,Residencial,5,8.09,85
2016,1,San Sebastian (I - II Etapa),Rural,2,4,1
2017,6,San Jorge,Oficial,Oficial,30.5,4
2018,1,Bella Montaña (Hosp G. - Esc),Residencial,2,18,3
2016,3,Vereda La Violeta,Industrial,Industrial,25.5,2
2018,3,Cerro de Oro,Residencial,6,122.67,3
2016,10,Vereda La Siria,Servicios Especiales,Servicios Especiales,129,1
2017,4,Vereda El Aventino,Servicios Especiales,Servicios Especiales,77,1
2017,10,Aranjuez,Residencial,3,11.16,862
2016,5,Vereda Santa Clara,Rural,2,2.71,17
2016,1,Vereda La Francia,Rural,5,3,1
2017,3,Los Cedros,Residencial,3,12.18,405
2017,3,Vereda Bajo Tablazo,Rural,1,12.77,92
2018,5,Los Rosales,Servicios Especiales,Servicios Especiales,16.25,8
2017,5,Vereda Alto Corinto,Oficial,Oficial,46,1
2016,4,las Colinas,Servicios Especiales,Servicios Especiales,27,1
2017,3,Vereda La Siria,Rural,1,5.92,12
2016,4,Betania,Residencial,1,17,2
2016,10,Belen,Servicios Especiales,Servicios Especiales,70.78,9
2017,6,San Marcel,Residencial,5,12.16,129
2016,9,Colon,Comercial,Comercial,21.26,438
2017,1,Guayacanes,Residencial,5,14,1
2017,1,Vereda Hoyo Frio,Rural,3,7.5,2
2016,3,La Toscana,Residencial,1,29,2
2016,7,Vereda Bajo Tablazo,Rural,3,18.47,66
2017,8,Niño Jesus de Praga,Residencial,2,21,1
2018,1,Galan,Oficial,Oficial,23.25,4
2017,10,San Sebastian (I - II Etapa),Comercial,Comercial,31,1
2018,7,Fundadores,Residencial,3,14.63,235
2016,4,Centro,Residencial,3,13.14,909
2017,1,Vereda San Peregrino,Rural,4,18.07,28
2018,6,El Bosque,Servicios Especiales,Servicios Especiales,51.5,4
2017,12,Prado,Residencial,3,11.53,223
2016,9,Vereda La Palma,Oficial,Oficial,916.5,2
2018,6,Vereda El Aventino,Oficial,Oficial,13.33,3
2016,6,Vereda Cuchilla del Salado,Comercial,Comercial,78.29,7
2017,12,Puerta del Sol,Comercial,Comercial,3.5,2
2016,8,Pio XII,Residencial,1,13.25,215
2017,11,Santa Helena - Conjunto La Estacion,Residencial,3,10.58,770
2017,4,La Rambla,Residencial,2,12,9
2017,7,El Sol,Residencial,5,9.89,19
2016,10,Los Rosales,Residencial,4,12.62,111
2016,12,Vereda Agua Bonita,Rural,5,4,1
2017,9,Samaria,Residencial,2,14.5,4
2017,6,Centro,Residencial,6,9.53,15
2018,3,Bengala,Residencial,1,6.77,243
2017,6,Vereda Bajo Tablazo,Rural,1,13.39,94
2016,4,Vereda Alto del Naranjo,Industrial,Industrial,22.67,6
2018,6,Vereda San Peregrino,Industrial,Industrial,33.33,6
2018,2,Vereda La Siria,Rural,1,4.33,12
2016,4,Vereda La Trinidad,Rural,3,17.92,12
2017,12,Vivienda Popular,Residencial,3,14.19,249
2016,6,Sinai,Oficial,Oficial,35,2
2016,6,Galan,Residencial,2,11.96,57
2018,1,CampoHermoso (Univ. Mzles),Residencial,3,13.26,227
2018,6,CampoAmor,Industrial,Industrial,26,1
2018,1,Vereda La Cabaña,Rural,1,6.04,106
2016,1,Los Cedros,Comercial,Comercial,27,8
2018,6,El Sol,Residencial,2,32,1
2017,10,Bella Montaña (Hosp G. - Esc),Residencial,2,12,3
2018,6,Vereda San Peregrino,Rural,3,14.23,64
2016,5,Villapilar,Servicios Especiales,Servicios Especiales,23,1
2016,7,Sinai,Residencial,2,11.29,704
2016,12,Guayacanes,Residencial,5,9,1
